X,Y,OBJECTID,COD_DANE12,EMAIL,WEB,COLEGIO_SE,P_LECTURA,P_MATEMATI,P_SOCIALES,P_CIENCIAS,P_INGLES,P_PUNTAJE,EVALUADOS,FECHA,ORDEN_DE_S,SECTOR,CALENDARIO,GENERO,NATU_JUR,CLASE_TIPO,CIENCIAS_N,CIENCIAS_1,CIENCIAS_2,CIENCIAS_3,INGLES_A,INGLES_A1,INGLES_A2,INGLES_B1,INGLES_B,LECTURA_1,LECTURA_2,LECTURA_3,LECTURA_4,MATEMATICA,MATEMATI_1,MATEMATI_2,MATEMATI_3,SOCIALC_1,SOCIALC_2,SOCIALC_3,SOCIALC_4,PCIENCIAS_,PCIENCIAS1,PCIENCIA_1,PCIENCIA_2,PINGLES_A,PINGLES_A1,PINGLES_A2,PINGLES_B1,PINGLES_B,PLECTURA_1,PLECTURA_2,PLECTURA_3,PLECTURA_4,PMATEMATIC,PMATEMAT_1,PMATEMAT_2,PMATEMAT_3,PSOCIALC_1,PSOCIALC_2,PSOCIALC_3,PSOCIALC_4,CATEGORIA,COD_LOCA
-74.0384659996847,4.74955999948391,53,311848000693.00000000000,"rector@englishschool.edu.co -- lerivas@englishschool.edu.co - mpurrego@englishschool.edu.co;nmoreno@englishschool.edu.co",www.englishschool.edu.co,COLEGIO DE INGLATERRA (THE ENGLISH SCHOOL),68,71,68,67,83,348.07692310000,85,2019/12/31,A,1,3,5,8,4,1,10,48,26,0,0,0,15,70,0,1,26,58,0,2,31,52,1,8,41,35,0.01176471000,0.11764706000,0.56470588000,0.30588235000,0.00000000000,0.00000000000,0.00000000000,0.17647059000,0.82352941000,0.00000000000,0.01176471000,0.30588235000,0.68235294000,0.00000000000,0.02352941000,0.36470588000,1.00000000000,0.01176471000,0.09411765000,0.48235294000,0.41176471000,1,01
-74.0304299999364,4.76985099985212,54,311848000782.00000000000,rectoria@gimnasiolospinos.edu.co  --  direccionacademica@gimnasiolospinos.edu.co,www.gimnasiolospinos.edu.co,GIMNASIO LOS PINOS,65,67,60,63,77,323.84615380000,74,2019/12/31,A,1,1,5,5,4,0,11,51,12,0,0,7,43,24,0,2,35,37,0,2,49,23,2,20,41,11,0.00000000000,0.14864865000,0.68918919000,0.16216216000,0.00000000000,0.00000000000,0.09459460000,0.58108108000,0.32432432000,0.00000000000,0.02702703000,0.47297297000,0.50000000000,0.00000000000,0.02702703000,0.66216216000,0.00000000000,0.02702703000,0.27027027000,0.55405405000,0.14864865000,1,01
-74.0490449997467,4.68997399955074,55,311848000791.00000000000,"info@colbuenco.edu.co - lsbejarano@gmail.com;maltagpi28@yahoo.es;ryhs55@yahoo.com",www.colbuenco.edu.co,COLEGIO DE NUESTRA SEÑORA DEL BUEN CONSEJO,65,64,63,62,71,320.38461540000,59,2019/12/31,A,1,1,5,3,4,0,11,37,11,1,6,15,27,10,0,3,27,29,0,3,42,14,1,8,38,12,0.00000000000,0.18644068000,0.62711864000,0.18644068000,0.01694915000,0.10169492000,0.25423729000,0.45762712000,0.16949153000,0.00000000000,0.05084746000,0.45762712000,0.49152542000,0.00000000000,0.05084746000,0.71186441000,0.00000000000,0.01694915000,0.13559322000,0.64406780000,0.20338983000,1,01
-74.0287300002449,4.70749000011385,56,311848000812.00000000000,"colegio@gimfem.co -- guadalupe.ai@gimfem.co - blanca.ql@gimfem.co; ana.ur@gimfem.co; trudy.md@gimfem.co;MARCELA.JC@GIMNASIOFEMENINO.EDU.CO  --  colegio@gimnasiofemenino.edu.co",www.gimnasiofemenino.edu.co,GIMNASIO FEMENINO,68,69,67,65,81,341.53846150000,32,2019/12/31,A,1,3,1,5,4,0,2,24,6,0,0,1,13,18,0,0,9,23,0,0,19,13,0,1,21,10,0.00000000000,0.06250000000,0.75000000000,0.18750000000,0.00000000000,0.00000000000,0.03125000000,0.40625000000,0.56250000000,0.00000000000,0.00000000000,0.28125000000,0.71875000000,0.00000000000,0.00000000000,0.59375000000,0.00000000000,0.00000000000,0.03125000000,0.65625000000,0.31250000000,1,01
-74.0349740002403,4.72377499989915,57,311848000821.00000000000,"contacto@colegioprovinma.edu.co -- provinma@etb.net.co -- noprovi@hotmail.com - rectoria@colegioprovinma.edu.co;GLADYSELVIRAO@GMAIL.COM;GERARDO.1957@HOTMAIL.COM",www.colegioprovinma.edu.co,COLEGIO PROVINMA,62,62,58,60,64,303.84615380000,12,2019/12/31,A,1,1,5,3,4,0,4,8,0,1,1,6,4,0,0,2,3,7,0,1,11,0,1,5,6,0,0.00000000000,0.33333333000,0.66666667000,0.00000000000,0.08333333000,0.08333333000,0.50000000000,0.33333333000,0.00000000000,0.00000000000,0.16666667000,0.25000000000,0.58333333000,0.00000000000,0.08333333000,0.91666667000,0.00000000000,0.08333333000,0.41666667000,0.50000000000,0.00000000000,1,01
-74.0313270000869,4.82019500020877,58,311848000847.00000000000,colmacco@yahoo.com -- rectoria@colmac.edu.co - lumajoni@hotmail.com  --  colmac@colmac.edu.co,www.colmac.edu.co,COLEGIO MIGUEL ANTONIO CARO,58,59,54,55,63,285.00000000000,62,2019/12/31,A,1,1,5,13,4,6,24,29,3,4,11,28,13,6,2,10,34,16,1,11,40,10,9,24,27,2,0.09677419000,0.38709677000,0.46774194000,0.04838710000,0.06451613000,0.17741936000,0.45161290000,0.20967742000,0.09677419000,0.00000000000,0.16129032000,0.54838710000,0.25806452000,0.01612903000,0.17741936000,0.64516129000,0.00000000000,0.14516129000,0.38709677000,0.43548387000,0.03225807000,1,01
-74.0328400001806,4.76266900044657,59,311848000936.00000000000,"mjzuleta@csm.edu.co -- rectora@csm.com - drodriguez@csm.edu.co;oortiz@csm.edu.co",www.csm.edu.co,COLEGIO SANTA MARIA,69,70,65,66,81,342.69230770000,86,2019/12/31,A,1,3,1,8,4,0,6,57,23,0,0,0,31,55,0,0,25,61,0,0,42,44,1,5,53,27,0.00000000000,0.06976744000,0.66279070000,0.26744186000,0.00000000000,0.00000000000,0.00000000000,0.36046512000,0.63953488000,0.00000000000,0.00000000000,0.29069767000,0.70930233000,0.00000000000,0.00000000000,0.48837209000,1.00000000000,0.01162791000,0.05813954000,0.61627907000,0.31395349000,1,01
-74.0509360001321,4.70975600117314,60,311848000995.00000000000,"colegiocardenalsancha@yahoo.es -- secretaria@colegiocardenalsancha.edu.co - angelanavarro@hotmail.com;contabilidad@colegiocardenalsancha.edu.co",www.colegiocardenalsancha.edu.co,COLEGIO CARDENAL SANCHA,64,65,61,62,70,317.69230770000,64,2019/12/31,A,1,1,5,3,4,1,11,46,6,0,3,21,32,8,0,3,34,27,0,4,46,14,1,20,31,12,0.01562500000,0.17187500000,0.71875000000,0.09375000000,0.00000000000,0.04687500000,0.32812500000,0.50000000000,0.12500000000,0.00000000000,0.04687500000,0.53125000000,0.42187500000,0.00000000000,0.06250000000,0.71875000000,0.00000000000,0.01562500000,0.31250000000,0.48437500000,0.18750000000,1,01
-74.0439260004058,4.73514599992858,61,311848001011.00000000000,"aortiz@anglocolombiano.edu.co -- humanresources@anglocolombiano.edu.co - financedirector@anglocolombiano.edu.co;admindirector@anglocolombiano.edu.co  --  bsanchez@anglo.edu.co",www.anglocolombiano.edu.co,COLEGIO ANGLO COLOMBIANO,67,72,67,66,84,346.15384620000,131,2019/12/31,A,1,3,5,8,4,0,12,79,41,0,0,0,16,115,0,1,51,79,0,3,55,73,0,14,67,50,0.00000000000,0.09160305000,0.60305344000,0.31297710000,0.00000000000,0.00000000000,0.00000000000,0.12213741000,0.87786260000,0.00000000000,0.00763359000,0.38931298000,0.60305344000,0.00000000000,0.02290076000,0.41984733000,1.00000000000,0.00000000000,0.10687023000,0.51145038000,0.38167939000,1,01
-74.0514759999073,4.7073249999701,62,311848002262.00000000000,fernandov@davinci.edu.co -- fernandovita@davinci.edu.co,www.davinci.edu.co,COLEGIO ITALIANO LEONARDO DA VINCI,71,72,68,68,81,353.07692310000,72,2019/12/31,A,1,3,5,11,4,1,0,48,23,0,0,2,24,46,0,1,14,57,0,0,35,37,1,2,37,32,0.01388889000,0.00000000000,0.66666667000,0.31944444000,0.00000000000,0.00000000000,0.02777778000,0.33333333000,0.63888889000,0.00000000000,0.01388889000,0.19444444000,0.79166667000,0.00000000000,0.00000000000,0.48611111000,1.00000000000,0.01388889000,0.02777778000,0.51388889000,0.44444444000,1,01
